"teryt";"rok";"l_mieszk"
100203;2014;1943
100204;2014;8714
100205;2014;4292
100206;2014;8783
100207;2014;2490
100208;2014;3588
100209;2014;2639
100210;2014;4065
100211;2014;12433
100301;2014;5107
100302;2014;28099
100303;2014;6411
100304;2014;7556
100305;2014;3378
100401;2014;14660
100402;2014;3992
100403;2014;4462
100404;2014;6127
100405;2014;8546
100406;2014;6194
100407;2014;4024
100408;2014;3318
100501;2014;29169
100502;2014;5617
100503;2014;2977
100504;2014;4652
100505;2014;3483
100506;2014;4361
100507;2014;7634
100508;2014;6751
100509;2014;9418
100510;2014;5889
100602;2014;13330
100603;2014;6321
100607;2014;23656
100608;2014;4635
100610;2014;9958
100611;2014;12232
100701;2014;5897
100702;2014;10766
100703;2014;4700
100704;2014;34999
100705;2014;4468
100706;2014;3267
100707;2014;7584
100708;2014;6090
100801;2014;17857
100802;2014;67207
100803;2014;4476
100804;2014;7473
100805;2014;7666
100806;2014;8027
100807;2014;6876
100901;2014;12825
100902;2014;4170
100903;2014;4710
100904;2014;11720
100905;2014;4820
100906;2014;4852
100907;2014;4700
100908;2014;4496
101001;2014;4383
101002;2014;4078
101003;2014;8607
101004;2014;6134
101005;2014;3602
101006;2014;12915
101007;2014;3570
101008;2014;12274
101009;2014;16308
101010;2014;11889
101011;2014;7774
101101;2014;3847
101102;2014;3522
101103;2014;15910
101104;2014;7183
101105;2014;6284
101106;2014;5042
101201;2014;47399
101202;2014;4392
101203;2014;6292
101204;2014;5948
101205;2014;6107
101206;2014;4471
101207;2014;4649
101208;2014;4359
101209;2014;4855
101210;2014;4294
101211;2014;7361
101212;2014;5631
101213;2014;4738
101214;2014;5336
101301;2014;17737
101302;2014;11484
101303;2014;4076
101304;2014;8666
101305;2014;1849
101306;2014;5607
101401;2014;43071
101402;2014;14866
101403;2014;4526
101404;2014;6338
101405;2014;5600
101406;2014;5626
101407;2014;2962
101408;2014;10387
101409;2014;12880
101410;2014;6109
101411;2014;7257
101501;2014;4042
101502;2014;5875
101503;2014;2616
101504;2014;2983
101505;2014;3285
101506;2014;6014
101507;2014;3364
101508;2014;7324
101509;2014;2695
101601;2014;64513
101602;2014;3344
101603;2014;2219
101604;2014;5166
101605;2014;3872
101606;2014;7199
101607;2014;6180
101608;2014;4728
101609;2014;10773
101610;2014;7906
101611;2014;3373
101701;2014;5515
101702;2014;4569
101703;2014;3911
101704;2014;5465
101705;2014;4810
101706;2014;4539
101707;2014;6539
101708;2014;3394
101709;2014;32191
101710;2014;6580
101801;2014;4072
101802;2014;3953
101803;2014;6248
101804;2014;4645
101805;2014;4131
101806;2014;4872
101807;2014;14275
101901;2014;43310
101902;2014;7420
101903;2014;5019
101904;2014;11999
102001;2014;14759
102002;2014;20068
102003;2014;57390
102004;2014;30285
102005;2014;4856
102006;2014;6917
102007;2014;4987
102008;2014;12412
102009;2014;13314
102101;2014;12577
102102;2014;5574
102103;2014;4529
102104;2014;3476
102105;2014;4789
106101;2014;706004
106201;2014;75608
106301;2014;48660
120101;2014;30104
120102;2014;19421
120103;2014;6484
120104;2014;5587
120105;2014;7895
120106;2014;13682
120107;2014;11128
120108;2014;5405
120109;2014;5377
120201;2014;8424
120202;2014;36342
120203;2014;9724
120204;2014;14560
120205;2014;7858
120206;2014;6291
120207;2014;9709
120301;2014;12727
120302;2014;9056
120303;2014;48132
120304;2014;22667
120305;2014;34263
120401;2014;2778
120402;2014;21135
120403;2014;3458
120404;2014;3521
120405;2014;7888
120406;2014;7393
120407;2014;13298
120501;2014;28255
120502;2014;17000
120503;2014;9613
120504;2014;17145
120505;2014;6784
120506;2014;8363
120507;2014;4884
120508;2014;5374
120509;2014;5009
120510;2014;6754
120601;2014;14143
120602;2014;7710
120603;2014;8924
120604;2014;10807
120605;2014;14769
120606;2014;32451
120607;2014;16717
120608;2014;9845
120609;2014;13360
120610;2014;10463
120611;2014;43137
120612;2014;13680
120613;2014;5804
120614;2014;9686
120615;2014;11058
120616;2014;25311
120617;2014;20652
120701;2014;15078
120702;2014;7890
120703;2014;9855
120704;2014;8434
120705;2014;7776
120706;2014;7959
120707;2014;24661
120708;2014;9817
120709;2014;17364
120710;2014;7225
120711;2014;6514
120712;2014;6500
120801;2014;7603
120802;2014;6203
120803;2014;4724
120804;2014;5211
120805;2014;19934
120806;2014;2462
120807;2014;3687
120901;2014;15114
120902;2014;9938
120903;2014;43248
120904;2014;10969
120905;2014;6208
120906;2014;8566
120907;2014;14650
120908;2014;8559
120909;2014;7230
121001;2014;6063
121002;2014;27386
121003;2014;9194
121004;2014;24617
121005;2014;10100
121006;2014;14197
121007;2014;16862
121008;2014;5831
121009;2014;16116
121010;2014;10702
121011;2014;11693
121012;2014;8424
121013;2014;10667
121014;2014;12729
121015;2014;3853
121016;2014;23396
121101;2014;33598
121102;2014;7445
121103;2014;22163
121104;2014;7573
121105;2014;18144
121106;2014;6721
121107;2014;5961
121108;2014;9205
121109;2014;23606
121110;2014;8422
121111;2014;14557
121112;2014;17416
121113;2014;4443
121114;2014;10874
121201;2014;10336
121203;2014;7810
121204;2014;15281
121205;2014;49800
121206;2014;7061
121207;2014;23362
121301;2014;39444
121302;2014;21587
121303;2014;13084
121304;2014;34357
121305;2014;8129
121306;2014;18044
121307;2014;4269
121308;2014;6734
121309;2014;9329
121401;2014;8916
121402;2014;5651
121403;2014;5812
121404;2014;3682
121405;2014;16377
121406;2014;3454
121501;2014;5305
121502;2014;9414
121503;2014;8770
121504;2014;6778
121505;2014;10987
121506;2014;16361
121507;2014;11815
121508;2014;9072
121509;2014;5638
121601;2014;11304
121602;2014;8782
121603;2014;14866
121604;2014;11924
121605;2014;9775
121606;2014;11723
121607;2014;6791
121608;2014;14008
121609;2014;25254
121610;2014;18169
121611;2014;10701
121612;2014;4019
121613;2014;13319
121614;2014;12410
121615;2014;18982
121616;2014;8058
121701;2014;27556
121702;2014;7096
121703;2014;13138
121704;2014;8639
121705;2014;11422
121801;2014;43825
121802;2014;10124
121803;2014;19899
121804;2014;6137
121805;2014;4023
121806;2014;10212
121807;2014;6823
121808;2014;7886
121809;2014;38172
121810;2014;12132
121901;2014;9744
121902;2014;17665
121903;2014;10590
121904;2014;26124
121905;2014;55941
126101;2014;761873
126201;2014;83853
126301;2014;111376
140101;2014;10395
140102;2014;5588
140103;2014;3901
140104;2014;5177
140105;2014;5690
140106;2014;2848
140201;2014;44585
140202;2014;6941
140203;2014;8108
140204;2014;3957
140205;2014;3794
140206;2014;4373
140207;2014;5983
140208;2014;5087
140209;2014;7875
140301;2014;17174
140302;2014;4910
140303;2014;5234
140304;2014;12912
140305;2014;6346
140306;2014;5513
140307;2014;7148
140308;2014;4935
140309;2014;4102
140310;2014;10884
140311;2014;8258
140312;2014;7492
140313;2014;5360
140314;2014;8386
140401;2014;18947
140402;2014;12217
140403;2014;3730
140404;2014;6278
140405;2014;5049
140501;2014;16353
140502;2014;3845
140503;2014;5101
140504;2014;44718
140505;2014;11555
140506;2014;8091
140601;2014;6600
140602;2014;7672
140603;2014;9789
140604;2014;2971
140605;2014;25403
140606;2014;5402
140607;2014;8852
140608;2014;8039
140609;2014;4743
140611;2014;19199
140701;2014;5188
140702;2014;7365
140703;2014;4019
140704;2014;3945
140705;2014;30353
140706;2014;6796
140707;2014;4056
140801;2014;54272
140802;2014;17951
140803;2014;13707
140804;2014;13896
140805;2014;12400
140901;2014;2409
140902;2014;5724
140903;2014;11397
140904;2014;4570
140905;2014;6049
140906;2014;5160
141001;2014;2932
141002;2014;10961
141003;2014;3051
141004;2014;5035
141005;2014;4996
141006;2014;4998
141101;2014;10077
141102;2014;2715
141103;2014;5299
141104;2014;6531
141105;2014;1788
141106;2014;5659
141107;2014;4490
141108;2014;2686
141109;2014;3427
141110;2014;3693
141201;2014;40211
141204;2014;6217
141205;2014;9701
141206;2014;6000
141207;2014;15341
141208;2014;5076
141209;2014;5958
141210;2014;5460
141211;2014;14722
141212;2014;8737
141213;2014;7371
141214;2014;6684
141215;2014;19411
141301;2014;30968
141302;2014;3262
141303;2014;4917
141304;2014;3474
141305;2014;7736
141306;2014;4972
141307;2014;4346
141308;2014;4664
141309;2014;4182
141310;2014;5366
141401;2014;28364
141402;2014;9806
141403;2014;5532
141404;2014;19821
141405;2014;8988
141406;2014;6182
141501;2014;6727
141502;2014;2648
141503;2014;5176
141504;2014;8585
141505;2014;11460
141506;2014;9311
141507;2014;8434
141508;2014;10600
141509;2014;10274
141510;2014;10287
141511;2014;4911
141601;2014;22792
141602;2014;4309
141603;2014;2727
141604;2014;2924
141605;2014;11982
141606;2014;2879
141607;2014;12917
141608;2014;3807
141609;2014;1774
141610;2014;4459
141611;2014;3778
141701;2014;20137
141702;2014;45025
141703;2014;11607
141704;2014;15943
141705;2014;8173
141706;2014;3539
141707;2014;6395
141708;2014;12035
141801;2014;25950
141802;2014;24788
141803;2014;23581
141804;2014;78180
141805;2014;10308
141806;2014;11278
141901;2014;9143
141902;2014;8361
141903;2014;8237
141904;2014;5779
141905;2014;8219
141906;2014;11141
141907;2014;5359
141908;2014;6211
141909;2014;3981
141910;2014;8275
141911;2014;4582
141912;2014;7145
141913;2014;11461
141914;2014;7500
141915;2014;5755
142001;2014;22379
142002;2014;4647
142003;2014;8147
142004;2014;7855
142005;2014;3792
142006;2014;2590
142007;2014;6439
142008;2014;4719
142009;2014;7724
142010;2014;8627
142011;2014;5936
142012;2014;5728
142101;2014;22870
142102;2014;60068
142103;2014;25110
142104;2014;17307
142105;2014;12735
142106;2014;21425
142201;2014;17296
142202;2014;10244
142203;2014;3906
142204;2014;7286
142205;2014;3765
142206;2014;3576
142207;2014;7366
142301;2014;4402
142302;2014;4673
142303;2014;3468
142304;2014;3973
142305;2014;4299
142306;2014;12257
142307;2014;4379
142308;2014;5437
142401;2014;3914
142402;2014;4860
142403;2014;4944
142404;2014;24148
142405;2014;4678
142406;2014;4094
142407;2014;4798
142501;2014;19168
142502;2014;8556
142503;2014;15216
142504;2014;6830
142505;2014;14163
142506;2014;12475
142507;2014;11891
142508;2014;10040
142509;2014;7329
142510;2014;14317
142511;2014;9987
142512;2014;8755
142513;2014;12594
142601;2014;2660
142602;2014;2796
142603;2014;8563
142604;2014;5092
142605;2014;6017
142606;2014;2675
142607;2014;3414
142608;2014;17506
142609;2014;7696
142610;2014;4730
142611;2014;5815
142612;2014;4559
142613;2014;10067
142701;2014;18453
142702;2014;6015
142703;2014;6135
142704;2014;4248
142705;2014;7119
142706;2014;4365
142707;2014;6924
142801;2014;37201
142802;2014;4319
142803;2014;6248
142804;2014;5598
142805;2014;6478
142806;2014;3493
142807;2014;10366
142808;2014;11397
142901;2014;18743
142902;2014;3721
142903;2014;2316
142904;2014;4704
142905;2014;6363
142906;2014;5502
142907;2014;3838
142908;2014;6022
142909;2014;4215
143001;2014;6102
143002;2014;5228
143003;2014;3876
143004;2014;5986
143005;2014;19147
143201;2014;21216
143202;2014;10549
143203;2014;4320
143204;2014;10017
143205;2014;25237
143206;2014;22797
143207;2014;17763
143301;2014;12795
143302;2014;4512
143303;2014;6421
143304;2014;7583
143305;2014;17956
143306;2014;4005
143307;2014;6023
143308;2014;5169
143309;2014;2896
143401;2014;21341
143402;2014;29722
143403;2014;32844
143404;2014;17459
143405;2014;7839
143406;2014;7666
143407;2014;9562
143408;2014;6137
143409;2014;25051
143410;2014;2800
143411;2014;19667
143412;2014;51669
143501;2014;8397
143502;2014;7893
143503;2014;6997
143504;2014;5563
143505;2014;39172
143506;2014;5870
143601;2014;4637
143602;2014;5732
143603;2014;6352
143604;2014;4879
143605;2014;15319
143701;2014;5208
143702;2014;4898
143703;2014;7096
143704;2014;4425
143705;2014;3563
143706;2014;14676
143801;2014;41003
143802;2014;11575
143803;2014;8484
143804;2014;5483
143805;2014;9875
146101;2014;52611
146201;2014;122224
146301;2014;217201
146401;2014;76603
146501;2014;1735442
160101;2014;36675
160102;2014;7852
160103;2014;19620
160104;2014;13389
160105;2014;9026
160106;2014;4981
160201;2014;6170
160202;2014;6799
160203;2014;23012
160204;2014;11281
160301;2014;62840
160302;2014;7829
160303;2014;5790
160304;2014;7802
160305;2014;4213
160306;2014;8241
160401;2014;9529
160402;2014;36605
160403;2014;6930
160404;2014;13913
160501;2014;12442
160502;2014;23252
160503;2014;7468
160504;2014;5580
160505;2014;16108
160601;2014;3687
160602;2014;25772
160603;2014;5305
160604;2014;3480
160605;2014;4565
160701;2014;24493
160702;2014;3611
160703;2014;9164
160704;2014;7734
160705;2014;57996
160706;2014;13890
160707;2014;13097
160708;2014;3641
160709;2014;6341
160801;2014;10030
160802;2014;7236
160803;2014;18077
160804;2014;13762
160805;2014;4411
160806;2014;8298
160807;2014;3733
160901;2014;6752
160902;2014;9590
160903;2014;14580
160904;2014;11093
160905;2014;9723
160906;2014;5546
160907;2014;13459
160908;2014;19885
160909;2014;8126
160910;2014;9850
160911;2014;9645
160912;2014;5254
160913;2014;9700
161001;2014;10793
161002;2014;13620
161003;2014;4360
161004;2014;27835
161101;2014;5408
161102;2014;7167
161103;2014;5969
161104;2014;7966
161105;2014;31194
161106;2014;6340
161107;2014;11759
166101;2014;119574
180103;2014;2413
180105;2014;2092
180108;2014;17650
180201;2014;26625
180202;2014;6091
180203;2014;8116
180204;2014;9294
180205;2014;7732
180206;2014;8362
180301;2014;46568
180302;2014;13204
180303;2014;12862
180304;2014;25368
180305;2014;5406
180306;2014;17958
180307;2014;13749
180401;2014;38796
180402;2014;5433
180403;2014;5610
180404;2014;13137
180405;2014;7035
180406;2014;8385
180407;2014;9825
180408;2014;11435
180409;2014;4374
180410;2014;6185
180411;2014;11580
180501;2014;36260
180502;2014;6487
180503;2014;8701
180504;2014;16406
180505;2014;9028
180506;2014;1934
180507;2014;9263
180508;2014;5392
180509;2014;12500
180511;2014;9214
180601;2014;8115
180602;2014;24941
180603;2014;9899
180604;2014;6030
180605;2014;7159
180606;2014;6512
180701;2014;13483
180702;2014;14739
180703;2014;10978
180704;2014;15498
180705;2014;11101
180706;2014;5544
180707;2014;13662
180708;2014;15756
180709;2014;9252
180710;2014;2051
180801;2014;14252
180802;2014;8068
180803;2014;5701
180804;2014;20107
180805;2014;21728
180901;2014;12416
180902;2014;7478
180903;2014;4915
180904;2014;9139
180905;2014;8232
180906;2014;6494
180907;2014;4335
180908;2014;3886
181001;2014;17982
181002;2014;8512
181003;2014;11426
181004;2014;21395
181005;2014;6563
181006;2014;7237
181007;2014;6913
181101;2014;60827
181102;2014;5636
181103;2014;7002
181104;2014;2765
181105;2014;13083
181106;2014;5394
181107;2014;11756
181108;2014;14179
181109;2014;8063
181110;2014;7608
181201;2014;6207
181202;2014;5463
181203;2014;10155
181204;2014;4272
181205;2014;22450
181206;2014;10275
181207;2014;8531
181301;2014;6708
181302;2014;9378
181303;2014;5537
181304;2014;5129
181305;2014;4890
181306;2014;6498
181307;2014;8859
181308;2014;10172
181309;2014;3966
181310;2014;12930
181401;2014;15681
181402;2014;4136
181403;2014;4654
181404;2014;4555
181405;2014;12551
181406;2014;14875
181407;2014;7028
181408;2014;8362
181409;2014;7185
181501;2014;7649
181502;2014;7160
181503;2014;27038
181504;2014;23476
181505;2014;8357
181601;2014;6178
181602;2014;10830
181603;2014;19753
181604;2014;6779
181605;2014;7007
181606;2014;19407
181607;2014;6994
181608;2014;6889
181609;2014;10735
181610;2014;6455
181611;2014;17058
181612;2014;16271
181613;2014;20787
181614;2014;11500
181701;2014;38818
181702;2014;4505
181703;2014;5555
181704;2014;4991
181705;2014;17686
181706;2014;1986
181707;2014;12999
181708;2014;9286
181801;2014;63291
181802;2014;7470
181803;2014;10557
181804;2014;7378
181805;2014;8685
181806;2014;10899
181901;2014;11723
181902;2014;10504
181903;2014;10567
181904;2014;20850
181905;2014;8268
182001;2014;12007
182002;2014;13480
182003;2014;9858
182004;2014;18453
182101;2014;3220
182102;2014;1726
182103;2014;11556
182104;2014;4994
182105;2014;5325
186101;2014;46934
186201;2014;63441
186301;2014;185123
186401;2014;48000
200101;2014;30482
200102;2014;6913
200103;2014;5700
200104;2014;5407
200105;2014;2977
200106;2014;2650
200107;2014;5245
200201;2014;14579
200202;2014;11671
200203;2014;8802
200204;2014;5488
200205;2014;15458
200206;2014;22300
200207;2014;6976
200208;2014;3604
200209;2014;14379
200210;2014;2033
200211;2014;6047
200212;2014;6404
200213;2014;15465
200214;2014;9159
200215;2014;2865
200301;2014;26249
200302;2014;3854
200303;2014;6966
200304;2014;4581
200305;2014;6027
200306;2014;2913
200307;2014;1950
200308;2014;4604
200401;2014;22243
200402;2014;5984
200403;2014;4908
200404;2014;5407
200405;2014;6258
200406;2014;3843
200501;2014;21422
200502;2014;2281
200503;2014;3385
200504;2014;2182
200505;2014;1615
200506;2014;3922
200507;2014;2662
200508;2014;3684
200509;2014;3804
200601;2014;10567
200602;2014;3576
200603;2014;8797
200604;2014;4934
200605;2014;6373
200606;2014;5122
200701;2014;5478
200702;2014;10801
200703;2014;4341
200704;2014;4117
200705;2014;10720
200706;2014;2167
200707;2014;5521
200708;2014;4165
200709;2014;4300
200801;2014;5071
200802;2014;2884
200803;2014;5154
200804;2014;4910
200805;2014;4031
200806;2014;15279
200807;2014;4488
200901;2014;5640
200902;2014;2874
200903;2014;3835
200904;2014;4283
200905;2014;4146
201001;2014;14725
201002;2014;6640
201003;2014;2905
201004;2014;4418
201005;2014;2543
201006;2014;1928
201007;2014;4176
201008;2014;2954
201009;2014;6190
201101;2014;12054
201102;2014;4275
201103;2014;3393
201104;2014;3271
201105;2014;4203
201106;2014;2790
201107;2014;3606
201108;2014;26270
201109;2014;7099
201110;2014;3099
201201;2014;3092
201202;2014;4454
201203;2014;3160
201204;2014;3049
201205;2014;6027
201206;2014;2409
201207;2014;7388
201208;2014;3949
201209;2014;2401
201301;2014;9517
201302;2014;9014
201303;2014;6521
201304;2014;4536
201305;2014;3350
201306;2014;3184
201307;2014;4016
201308;2014;5826
201309;2014;7190
201310;2014;5365
201401;2014;22262
201402;2014;2399
201403;2014;5805
201404;2014;4983
201405;2014;9006
206101;2014;295459
206201;2014;62779
206301;2014;69316
220101;2014;3086
220102;2014;25090
220103;2014;5833
220104;2014;4272
220105;2014;5148
220106;2014;20028
220107;2014;3663
220108;2014;3581
220109;2014;3735
220110;2014;4195
220201;2014;40056
220202;2014;14217
220203;2014;18210
220204;2014;21583
220205;2014;2279
220301;2014;14224
220302;2014;9280
220303;2014;10819
220304;2014;9210
220305;2014;3415
220306;2014;6374
220307;2014;3706
220401;2014;29226
220402;2014;6865
220403;2014;15591
220404;2014;25856
220405;2014;5805
220406;2014;9005
220407;2014;4159
220408;2014;10875
220501;2014;7393
220502;2014;33275
220503;2014;8669
220504;2014;18807
220505;2014;10210
220506;2014;10039
220507;2014;5325
220508;2014;33380
220601;2014;23738
220602;2014;4268
220603;2014;6249
220604;2014;15466
220605;2014;4663
220606;2014;3639
220607;2014;6758
220608;2014;6613
220701;2014;38757
220702;2014;8457
220703;2014;11222
220704;2014;13235
220705;2014;6050
220706;2014;5906
220801;2014;35443
220802;2014;3836
220803;2014;7481
220804;2014;13455
220805;2014;6041
220901;2014;38950
220903;2014;4725
220904;2014;4687
220906;2014;3415
220907;2014;7783
220908;2014;4697
221001;2014;1335
221002;2014;18084
221003;2014;3209
221004;2014;9949
221005;2014;3677
221101;2014;3594
221102;2014;3866
221103;2014;11321
221104;2014;15456
221105;2014;12342
221106;2014;10652
221107;2014;25183
221201;2014;16056
221202;2014;6281
221203;2014;9802
221204;2014;9436
221205;2014;9449
221206;2014;11302
221207;2014;7091
221208;2014;16558
221209;2014;3475
221210;2014;8277
221301;2014;3270
221302;2014;3551
221303;2014;48327
221304;2014;3066
221305;2014;5277
221306;2014;6343
221307;2014;2878
221308;2014;2502
221309;2014;14712
221310;2014;4666
221311;2014;5309
221312;2014;15898
221313;2014;11498
221401;2014;60573
221402;2014;15875
221403;2014;3781
221404;2014;16647
221405;2014;5483
221406;2014;13681
221501;2014;23565
221502;2014;47602
221503;2014;50292
221504;2014;5635
221505;2014;7384
221506;2014;6147
221507;2014;15137
221508;2014;11935
221509;2014;16406
221510;2014;23573
221601;2014;9465
221602;2014;3739
221603;2014;4088
221604;2014;6425
221605;2014;18765
226101;2014;461489
226201;2014;247820
226301;2014;93206
226401;2014;37654
240101;2014;58205
240102;2014;32666
240103;2014;9033
240104;2014;11941
240105;2014;7614
240106;2014;11859
240107;2014;12284
240108;2014;7135
240201;2014;5799
240202;2014;11309
240203;2014;11119
240204;2014;44805
240205;2014;23121
240206;2014;7051
240207;2014;12660
240208;2014;15384
240209;2014;16821
240210;2014;13290
240301;2014;35685
240302;2014;16073
240303;2014;11198
240304;2014;11064
240305;2014;9579
240306;2014;5751
240307;2014;12987
240308;2014;10629
240309;2014;11935
240310;2014;26697
240311;2014;12940
240312;2014;13170
240401;2014;13214
240402;2014;3972
240403;2014;5991
240404;2014;5652
240405;2014;13705
240406;2014;9836
240407;2014;10750
240408;2014;4910
240409;2014;4965
240410;2014;10724
240411;2014;14860
240412;2014;7649
240413;2014;12782
240414;2014;3869
240415;2014;10055
240416;2014;2826
240501;2014;38859
240502;2014;18563
240503;2014;11624
240504;2014;11451
240505;2014;10613
240506;2014;8682
240507;2014;9433
240508;2014;5903
240601;2014;20629
240602;2014;9197
240603;2014;6422
240604;2014;7622
240605;2014;6872
240606;2014;5081
240607;2014;5988
240608;2014;5937
240609;2014;17648
240701;2014;24182
240702;2014;3371
240703;2014;7632
240704;2014;6886
240705;2014;6891
240706;2014;11765
240707;2014;6612
240708;2014;9641
240801;2014;22419
240802;2014;39795
240803;2014;20194
240804;2014;5963
240805;2014;7736
240901;2014;32499
240902;2014;14394
240903;2014;5721
240904;2014;10957
240905;2014;8406
241001;2014;6643
241002;2014;4898
241003;2014;16070
241004;2014;18087
241005;2014;51712
241006;2014;11999
241101;2014;55710
241102;2014;5053
241103;2014;5847
241104;2014;11350
241105;2014;11963
241106;2014;7355
241107;2014;6906
241108;2014;5178
241201;2014;42025
241202;2014;9371
241203;2014;4045
241204;2014;9603
241205;2014;12106
241301;2014;8626
241302;2014;7383
241303;2014;17050
241304;2014;60879
241305;2014;3265
241306;2014;5655
241307;2014;11814
241308;2014;8073
241309;2014;15757
241401;2014;19636
241402;2014;8723
241403;2014;16749
241404;2014;7534
241405;2014;6173
241501;2014;14293
241502;2014;18028
241503;2014;21763
241504;2014;48864
241505;2014;13468
241506;2014;20762
241507;2014;7946
241508;2014;5439
241509;2014;7466
241601;2014;8749
241602;2014;50990
241603;2014;2746
241604;2014;6331
241605;2014;16054
241606;2014;9307
241607;2014;8778
241608;2014;8003
241609;2014;5297
241610;2014;4757
241701;2014;31942
241702;2014;6800
241703;2014;6144
241704;2014;13426
241705;2014;2450
241706;2014;10441
241707;2014;4477
241708;2014;13940
241709;2014;10104
241710;2014;13097
241711;2014;9025
241712;2014;3501
241713;2014;8102
241714;2014;4609
241715;2014;15131
246101;2014;173013
246201;2014;172306
246301;2014;110337
246401;2014;230123
246501;2014;123376
246601;2014;184415
246701;2014;90794
246801;2014;93331
246901;2014;301834
247001;2014;75037
247101;2014;56755
247201;2014;140669
247301;2014;140052
247401;2014;68634
247501;2014;209274
247601;2014;51494
247701;2014;128621
247801;2014;177188
247901;2014;62051
260101;2014;32889
260102;2014;4514
260103;2014;6215
260104;2014;7597
260105;2014;5079
260106;2014;7771
260107;2014;3758
260108;2014;5627
260201;2014;4470
260202;2014;28709
260203;2014;11698
260204;2014;5132
260205;2014;4662
260206;2014;12834
260207;2014;4368
260208;2014;8538
260209;2014;7224
260301;2014;4203
260302;2014;3901
260303;2014;16503
260304;2014;3400
260305;2014;6682
260401;2014;10171
260402;2014;11697
260403;2014;15022
260404;2014;11477
260405;2014;15625
260406;2014;13881
260407;2014;6922
260408;2014;9043
260409;2014;10565
260410;2014;11182
260411;2014;9355
260412;2014;15603
260413;2014;9636
260414;2014;16286
260415;2014;4821
260416;2014;5729
260417;2014;7651
260418;2014;10453
260419;2014;12947
260501;2014;4621
260502;2014;4720
260503;2014;36276
260504;2014;9121
260505;2014;3191
260506;2014;3431
260507;2014;3813
260508;2014;17752
260601;2014;4984
260602;2014;6869
260603;2014;5502
260604;2014;12102
260605;2014;11067
260606;2014;4096
260607;2014;5407
260608;2014;4221
260701;2014;71728
260702;2014;3569
260703;2014;13679
260704;2014;7625
260705;2014;10018
260706;2014;7059
260801;2014;5221
260802;2014;4474
260803;2014;4758
260804;2014;21307
260805;2014;4590
260901;2014;24326
260902;2014;8933
260903;2014;8352
260904;2014;6853
260905;2014;7526
260906;2014;6591
260907;2014;8634
260908;2014;3796
260909;2014;4614
261001;2014;47212
261002;2014;8360
261003;2014;5340
261004;2014;6212
261005;2014;10523
261101;2014;50679
261102;2014;11136
261103;2014;8379
261104;2014;15332
261105;2014;7014
261201;2014;7895
261202;2014;4222
261203;2014;3897
261204;2014;7832
261205;2014;11968
261206;2014;6358
261207;2014;26369
261208;2014;4779
261301;2014;5260
261302;2014;10768
261303;2014;2760
261304;2014;2539
261305;2014;4918
261306;2014;19901
266101;2014;198857
280101;2014;24432
280102;2014;4198
280103;2014;11002
280104;2014;6620
280105;2014;7036
280106;2014;6542
280201;2014;17281
280202;2014;6216
280203;2014;3719
280204;2014;3035
280205;2014;6543
280206;2014;2581
280207;2014;3094
280301;2014;21489
280302;2014;9823
280303;2014;7330
280304;2014;14549
280305;2014;5812
280306;2014;7283
280401;2014;7266
280402;2014;3225
280403;2014;5180
280404;2014;4197
280405;2014;3330
280406;2014;4528
280407;2014;19653
280408;2014;3959
280409;2014;6836
280501;2014;60103
280502;2014;11270
280503;2014;7030
280504;2014;7505
280505;2014;3975
280601;2014;29932
280604;2014;8276
280605;2014;3154
280606;2014;3844
280608;2014;5853
280610;2014;6503
280701;2014;33344
280702;2014;10098
280703;2014;12884
280704;2014;6079
280705;2014;10632
280706;2014;13038
280707;2014;6977
280801;2014;27924
280802;2014;6580
280803;2014;8466
280804;2014;10267
280805;2014;7834
280806;2014;3969
280901;2014;16332
280902;2014;3338
280903;2014;6771
280904;2014;3668
280905;2014;12397
281001;2014;22135
281002;2014;8348
281003;2014;7979
281004;2014;7755
281005;2014;4684
281101;2014;3320
281102;2014;2788
281103;2014;6230
281104;2014;21521
281201;2014;11180
281202;2014;9523
281203;2014;6386
281204;2014;9094
281205;2014;8108
281303;2014;5266
281304;2014;22091
281305;2014;4034
281306;2014;3414
281401;2014;17465
281402;2014;19157
281403;2014;16161
281404;2014;11097
281405;2014;6485
281406;2014;7952
281407;2014;7090
281408;2014;3292
281409;2014;14007
281410;2014;8507
281411;2014;7656
281412;2014;4180
281501;2014;33790
281502;2014;4443
281503;2014;5771
281504;2014;4550
281505;2014;6409
281506;2014;5639
281507;2014;5073
281508;2014;24868
281509;2014;15899
281601;2014;12093
281602;2014;9360
281603;2014;27968
281604;2014;8350
281701;2014;24185
281702;2014;6768
281703;2014;3715
281704;2014;5386
281705;2014;5709
281706;2014;12473
281707;2014;6076
281708;2014;6579
281801;2014;3921
281802;2014;3062
281803;2014;20370
281901;2014;2951
281902;2014;3328
281903;2014;17325
286101;2014;122368
286201;2014;173831
300101;2014;19299
300102;2014;8453
300103;2014;5943
300104;2014;6374
300105;2014;7553
300201;2014;11139
300202;2014;11359
300203;2014;5969
300204;2014;8759
300205;2014;7524
300206;2014;6206
300207;2014;24465
300208;2014;12624
300301;2014;69686
300302;2014;7315
300303;2014;10846
300304;2014;5436
300305;2014;7613
300306;2014;6280
300307;2014;4050
300308;2014;5736
300309;2014;14406
300310;2014;13707
300401;2014;7601
300402;2014;27962
300403;2014;13032
300404;2014;5978
300405;2014;8618
300406;2014;5112
300407;2014;7890
300501;2014;5026
300502;2014;19582
300503;2014;6628
