"teryt";"rok";"l_mieszk"
200401;2010;22539
200402;2010;6078
200403;2010;5100
200404;2010;5546
200405;2010;6493
200406;2010;3978
200501;2010;22355
200502;2010;2319
200503;2010;3516
200504;2010;2379
200505;2010;1803
200506;2010;4096
200507;2010;2826
200508;2010;3957
200509;2010;3922
200601;2010;10763
200602;2010;3671
200603;2010;8882
200604;2010;5086
200605;2010;6565
200606;2010;5207
200701;2010;5674
200702;2010;10646
200703;2010;4366
200704;2010;4148
200705;2010;10770
200706;2010;2199
200707;2010;5628
200708;2010;4369
200709;2010;4439
200801;2010;5221
200802;2010;3002
200803;2010;5473
200804;2010;4983
200805;2010;4118
200806;2010;15578
200807;2010;4644
200901;2010;5707
200902;2010;2930
200903;2010;3998
200904;2010;4377
200905;2010;4161
201001;2010;15068
201002;2010;6864
201003;2010;3025
201004;2010;4649
201005;2010;2615
201006;2010;2118
201007;2010;4384
201008;2010;3100
201009;2010;6400
201101;2010;12589
201102;2010;4463
201103;2010;3489
201104;2010;3368
201105;2010;4333
201106;2010;2887
201107;2010;3768
201108;2010;26727
201109;2010;7344
201110;2010;3316
201201;2010;3095
201202;2010;4604
201203;2010;3167
201204;2010;3069
201205;2010;6138
201206;2010;2472
201207;2010;7180
201208;2010;3997
201209;2010;2500
201301;2010;9508
201302;2010;9299
201303;2010;6607
201304;2010;4634
201305;2010;3511
201306;2010;3307
201307;2010;4118
201308;2010;5982
201309;2010;7386
201310;2010;5378
201401;2010;22872
201402;2010;2427
201403;2010;5992
201404;2010;4980
201405;2010;8920
206101;2010;294155
206201;2010;63240
206301;2010;69245
220101;2010;2953
220102;2010;24811
220103;2010;5765
220104;2010;4277
220105;2010;5067
220106;2010;20253
220107;2010;3582
220108;2010;3523
220109;2010;3797
220110;2010;4167
220201;2010;40478
220202;2010;13957
220203;2010;17418
220204;2010;21415
220205;2010;2274
220301;2010;14641
220302;2010;9438
220303;2010;10578
220304;2010;9377
220305;2010;3583
220306;2010;6342
220307;2010;3724
220401;2010;27678
220402;2010;6725
220403;2010;14261
220404;2010;21141
220405;2010;5617
220406;2010;8447
220407;2010;4138
220408;2010;10427
220501;2010;7030
220502;2010;32552
220503;2010;7859
220504;2010;17959
220505;2010;9820
220506;2010;9536
220507;2010;5096
220508;2010;29669
220601;2010;23755
220602;2010;4187
220603;2010;6151
220604;2010;14871
220605;2010;4615
220606;2010;3566
220607;2010;6648
220608;2010;6590
220701;2010;38801
220702;2010;8495
220703;2010;10968
220704;2010;13477
220705;2010;5955
220706;2010;5866
220801;2010;35821
220802;2010;3911
220803;2010;7318
220804;2010;13195
220805;2010;5916
220901;2010;39393
220903;2010;4832
220904;2010;4485
220906;2010;3409
220907;2010;7998
220908;2010;4740
221001;2010;1361
221002;2010;18313
221003;2010;3280
221004;2010;9931
221005;2010;3645
221101;2010;3945
221102;2010;3974
221103;2010;11547
221104;2010;15303
221105;2010;10092
221106;2010;10469
221107;2010;23843
221201;2010;16508
221202;2010;6272
221203;2010;9821
221204;2010;9638
221205;2010;9595
221206;2010;10602
221207;2010;7200
221208;2010;15478
221209;2010;3454
221210;2010;8002
221301;2010;3319
221302;2010;3575
221303;2010;49218
221304;2010;3051
221305;2010;5232
221306;2010;6147
221307;2010;2944
221308;2010;2459
221309;2010;14556
221310;2010;4655
221311;2010;5362
221312;2010;14800
221313;2010;11220
221401;2010;60982
221402;2010;16068
221403;2010;3752
221404;2010;16740
221405;2010;5387
221406;2010;12760
221501;2010;21475
221502;2010;46584
221503;2010;49870
221504;2010;5704
221505;2010;7134
221506;2010;5976
221507;2010;14205
221508;2010;11742
221509;2010;15015
221510;2010;21300
221601;2010;9662
221602;2010;3794
221603;2010;4177
221604;2010;6488
221605;2010;18680
226101;2010;460509
226201;2010;249461
226301;2010;96022
226401;2010;38858
240101;2010;59133
240102;2010;33803
240103;2010;9249
240104;2010;11643
240105;2010;7542
240106;2010;11547
240107;2010;12223
240108;2010;7089
240201;2010;5807
240202;2010;10835
240203;2010;10908
240204;2010;44202
240205;2010;22069
240206;2010;6757
240207;2010;12245
240208;2010;15280
240209;2010;16095
240210;2010;12921
240301;2010;36285
240302;2010;15932
240303;2010;11346
240304;2010;10773
240305;2010;9388
240306;2010;5597
240307;2010;12657
240308;2010;10381
240309;2010;11759
240310;2010;26447
240311;2010;12479
240312;2010;12922
240401;2010;13355
240402;2010;4058
240403;2010;5972
240404;2010;5568
240405;2010;13819
240406;2010;10213
240407;2010;10636
240408;2010;4922
240409;2010;5071
240410;2010;10562
240411;2010;14523
240412;2010;7175
240413;2010;12777
240414;2010;3985
240415;2010;10024
240416;2010;2788
240501;2010;39625
240502;2010;18802
240503;2010;11054
240504;2010;10965
240505;2010;10576
240506;2010;8517
240507;2010;9535
240508;2010;5920
240601;2010;20725
240602;2010;9408
240603;2010;6496
240604;2010;7596
240605;2010;6893
240606;2010;5122
240607;2010;6065
240608;2010;6014
240609;2010;17510
240701;2010;24394
240702;2010;3344
240703;2010;7832
240704;2010;6984
240705;2010;6738
240706;2010;11744
240707;2010;6557
240708;2010;9644
240801;2010;22252
240802;2010;39513
240803;2010;19514
240804;2010;5721
240805;2010;7096
240901;2010;32858
240902;2010;14360
240903;2010;5760
240904;2010;10863
240905;2010;8293
241001;2010;6554
241002;2010;4872
241003;2010;16032
241004;2010;17911
241005;2010;50846
241006;2010;11497
241101;2010;56352
241102;2010;4940
241103;2010;5962
241104;2010;11433
241105;2010;12086
241106;2010;7238
241107;2010;7070
241108;2010;5150
241201;2010;41884
241202;2010;9071
241203;2010;3938
241204;2010;9465
241205;2010;11637
241301;2010;8687
241302;2010;7524
241303;2010;17181
241304;2010;60843
241305;2010;3378
241306;2010;5532
241307;2010;11413
241308;2010;8038
241309;2010;15613
241401;2010;19851
241402;2010;8307
241403;2010;16483
241404;2010;7059
241405;2010;6016
241501;2010;14447
241502;2010;18115
241503;2010;22096
241504;2010;49427
241505;2010;13028
241506;2010;20365
241507;2010;8090
241508;2010;5368
241509;2010;7306
241601;2010;8865
241602;2010;52223
241603;2010;2811
241604;2010;6314
241605;2010;16203
241606;2010;9461
241607;2010;9014
241608;2010;8212
241609;2010;5279
241610;2010;4844
241701;2010;32464
241702;2010;6703
241703;2010;5984
241704;2010;13592
241705;2010;2482
241706;2010;10150
241707;2010;4415
241708;2010;13647
241709;2010;10100
241710;2010;12881
241711;2010;9249
241712;2010;3473
241713;2010;8047
241714;2010;4740
241715;2010;15045
246101;2010;174755
246201;2010;177266
246301;2010;111843
246401;2010;237203
246501;2010;126079
246601;2010;187830
246701;2010;92622
246801;2010;94831
246901;2010;311421
247001;2010;75501
247101;2010;58022
247201;2010;143566
247301;2010;141036
247401;2010;70296
247501;2010;216961
247601;2010;53304
247701;2010;129507
247801;2010;181399
247901;2010;62138
260101;2010;32996
260102;2010;4620
260103;2010;6406
260104;2010;7848
260105;2010;5131
260106;2010;7954
260107;2010;3851
260108;2010;5785
260201;2010;4501
260202;2010;29143
260203;2010;11821
260204;2010;5239
260205;2010;4802
260206;2010;13008
260207;2010;4425
260208;2010;8429
260209;2010;7499
260301;2010;4330
260302;2010;4079
260303;2010;16994
260304;2010;3516
260305;2010;6886
260401;2010;10114
260402;2010;11810
260403;2010;15111
260404;2010;11547
260405;2010;15463
260406;2010;13509
260407;2010;7010
260408;2010;9060
260409;2010;10324
260410;2010;10674
260411;2010;9393
260412;2010;14634
260413;2010;9821
260414;2010;15857
260415;2010;4814
260416;2010;5869
260417;2010;7420
260418;2010;10166
260419;2010;12879
260501;2010;4782
260502;2010;4729
260503;2010;37109
260504;2010;9288
260505;2010;3289
260506;2010;3533
260507;2010;3761
260508;2010;18206
260601;2010;5137
260602;2010;7017
260603;2010;5677
260604;2010;12462
260605;2010;11331
260606;2010;4211
260607;2010;5599
260608;2010;4377
260701;2010;73847
260702;2010;3830
260703;2010;13756
260704;2010;7834
260705;2010;10131
260706;2010;7115
260801;2010;5380
260802;2010;4546
260803;2010;4831
260804;2010;21869
260805;2010;4804
260901;2010;24953
260902;2010;9146
260903;2010;8618
260904;2010;7025
260905;2010;7521
260906;2010;6704
260907;2010;8833
260908;2010;3865
260909;2010;4721
261001;2010;48704
261002;2010;8517
261003;2010;5340
261004;2010;6295
261005;2010;10756
261101;2010;52505
261102;2010;11165
261103;2010;8446
261104;2010;15313
261105;2010;7182
261201;2010;7992
261202;2010;4381
261203;2010;3971
261204;2010;7896
261205;2010;12090
261206;2010;6430
261207;2010;26795
261208;2010;4856
261301;2010;5281
261302;2010;10842
261303;2010;2820
261304;2010;2580
261305;2010;5002
261306;2010;20362
266101;2010;202450
280101;2010;25058
280102;2010;4455
280103;2010;11038
280104;2010;6851
280105;2010;7231
280106;2010;6816
280201;2010;17838
280202;2010;6386
280203;2010;3760
280204;2010;3091
280205;2010;6751
280206;2010;2657
280207;2010;3157
280301;2010;21588
280302;2010;9827
280303;2010;7380
280304;2010;14732
280305;2010;5959
280306;2010;7382
280401;2010;7166
280402;2010;3334
280403;2010;5173
280404;2010;4214
280405;2010;3200
280406;2010;4639
280407;2010;19679
280408;2010;4126
280409;2010;6823
280501;2010;58934
280502;2010;10911
280503;2010;7056
280504;2010;7574
280505;2010;3982
280601;2010;30186
280604;2010;8019
280605;2010;3143
280606;2010;3927
280608;2010;5915
280610;2010;6656
280701;2010;33324
280702;2010;9947
280703;2010;12592
280704;2010;6238
280705;2010;10564
280706;2010;13120
280707;2010;7118
280801;2010;28519
280802;2010;6790
280803;2010;8443
280804;2010;10610
280805;2010;8241
280806;2010;4120
280901;2010;16692
280902;2010;3429
280903;2010;6814
280904;2010;3638
280905;2010;12682
281001;2010;22332
281002;2010;8571
281003;2010;7852
281004;2010;7928
281005;2010;4759
281101;2010;3429
281102;2010;2901
281103;2010;6347
281104;2010;21727
281201;2010;11174
281202;2010;9667
281203;2010;6414
281204;2010;8994
281205;2010;8034
281303;2010;5437
281304;2010;22144
281305;2010;4008
281306;2010;3488
281401;2010;17063
281402;2010;19398
281403;2010;16203
281404;2010;10399
281405;2010;5980
281406;2010;8093
281407;2010;6653
281408;2010;3428
281409;2010;13956
281410;2010;8118
281411;2010;6361
281412;2010;4224
281501;2010;34050
281502;2010;4537
281503;2010;5839
281504;2010;4515
281505;2010;6546
281506;2010;5834
281507;2010;5119
281508;2010;25272
281509;2010;15831
281601;2010;12418
281602;2010;9618
281603;2010;27949
281604;2010;8565
281701;2010;25282
281702;2010;6858
281703;2010;3701
281704;2010;5408
281705;2010;5807
281706;2010;11665
281707;2010;6125
281708;2010;6564
281801;2010;3973
281802;2010;3141
281803;2010;20464
281901;2010;3011
281902;2010;3436
281903;2010;17406
286101;2010;124883
286201;2010;175388
300101;2010;19753
300102;2010;8398
300103;2010;5742
300104;2010;6417
300105;2010;7538
300201;2010;11557
300202;2010;11057
300203;2010;6032
300204;2010;8825
300205;2010;7322
300206;2010;6256
300207;2010;24491
300208;2010;12795
300301;2010;70363
300302;2010;7179
300303;2010;9756
300304;2010;5365
300305;2010;7571
300306;2010;5929
300307;2010;4061
300308;2010;5602
300309;2010;14374
300310;2010;13707
300401;2010;7668
300402;2010;27944
300403;2010;13021
300404;2010;6020
300405;2010;8497
300406;2010;5170
300407;2010;7944
300501;2010;5008
300502;2010;19233
300503;2010;6492
300504;2010;12853
300505;2010;6842
300601;2010;8399
300602;2010;45332
300603;2010;7205
300604;2010;10535
300701;2010;9594
300702;2010;5839
300703;2010;4762
300704;2010;8857
300705;2010;7533
300706;2010;5423
300707;2010;4906
300708;2010;10675
300709;2010;7287
300710;2010;7958
300711;2010;9203
300801;2010;7740
300802;2010;5938
300803;2010;24796
300804;2010;5320
300805;2010;3849
300806;2010;3966
300807;2010;4829
300901;2010;23426
300902;2010;8053
300903;2010;3404
300904;2010;6616
300905;2010;5681
300906;2010;13482
300907;2010;7423
300908;2010;6606
300909;2010;4698
300910;2010;5959
300911;2010;4340
301001;2010;11751
301002;2010;5271
301003;2010;11040
301004;2010;9973
301005;2010;10547
301006;2010;7428
301007;2010;8371
301008;2010;7068
301009;2010;6276
301010;2010;10568
301011;2010;11221
301012;2010;13822
301013;2010;7676
301014;2010;6391
301101;2010;24216
301102;2010;11378
301103;2010;15504
301104;2010;10059
301105;2010;17601
301201;2010;2879
301202;2010;8147
301203;2010;13683
301204;2010;40855
301205;2010;5172
301206;2010;7269
301301;2010;8417
301302;2010;6725
301303;2010;8866
301304;2010;8430
301305;2010;7455
301306;2010;3696
301307;2010;8900
301401;2010;3377
301402;2010;6254
301403;2010;18612
301404;2010;8794
301501;2010;5613
301502;2010;9343
301503;2010;3686
301504;2010;25248
301505;2010;16032
301506;2010;13576
301601;2010;32796
301602;2010;18125
301603;2010;7366
301701;2010;72803
301702;2010;15208
301703;2010;14240
301704;2010;18529
301705;2010;11859
301706;2010;11696
301707;2010;9681
301708;2010;6587
301801;2010;2534
301802;2010;5226
301803;2010;7825
301804;2010;6076
301805;2010;3663
301806;2010;6203
301807;2010;23887
301901;2010;74856
301902;2010;4987
301903;2010;7775
301904;2010;9898
301905;2010;3258
301906;2010;8396
301907;2010;8160
301908;2010;14320
301909;2010;6869
302001;2010;4769
302002;2010;4882
302003;2010;8342
302004;2010;4683
302005;2010;10246
302006;2010;30347
302101;2010;29762
302102;2010;9734
302103;2010;12215
302104;2010;25995
302105;2010;18290
302106;2010;6166
302107;2010;19732
302108;2010;17067
302109;2010;20973
302110;2010;27778
302111;2010;16417
302112;2010;18115
302113;2010;12528
302114;2010;14453
302115;2010;14822
302116;2010;44521
302117;2010;21677
302201;2010;8949
302202;2010;7100
302203;2010;9421
302204;2010;4760
302205;2010;30209
302301;2010;14287
302302;2010;5700
302303;2010;3939
302304;2010;5136
302305;2010;2170
302306;2010;9361
302307;2010;10081
302308;2010;9173
302401;2010;2366
302402;2010;8474
302403;2010;7624
302404;2010;4371
302405;2010;4956
302406;2010;12418
302407;2010;29345
302408;2010;18978
302501;2010;2933
302502;2010;6739
302503;2010;9109
302504;2010;30878
302505;2010;6533
302601;2010;4906
302602;2010;5867
302603;2010;8500
302604;2010;41075
302701;2010;29114
302702;2010;6012
302703;2010;6387
302704;2010;5237
302705;2010;6518
302706;2010;4316
302707;2010;10597
302708;2010;8459
302709;2010;8081
302801;2010;25338
302802;2010;5633
302803;2010;8532
302804;2010;6046
302805;2010;9065
302806;2010;3112
302807;2010;11728
302901;2010;13796
302902;2010;12379
302903;2010;30252
303001;2010;6138
303002;2010;10399
303003;2010;7068
303004;2010;7298
303005;2010;45146
303101;2010;18782
303102;2010;11808
303103;2010;7484
303104;2010;5669
303105;2010;9022
303106;2010;3140
303107;2010;4918
303108;2010;9465
306101;2010;105567
306201;2010;78670
306301;2010;64654
306401;2010;555614
320101;2010;24927
320102;2010;8026
320103;2010;9438
320104;2010;7078
320201;2010;4906
320202;2010;22517
320203;2010;5353
320204;2010;3891
320205;2010;8137
320206;2010;5816
320301;2010;12013
320302;2010;16832
320303;2010;7320
320304;2010;2612
320305;2010;4444
320306;2010;15766
320402;2010;34916
320403;2010;8622
320404;2010;24995
320405;2010;2978
320406;2010;5280
320407;2010;4945
320501;2010;3843
320502;2010;24110
320503;2010;4225
320504;2010;9277
320507;2010;3727
320508;2010;16831
320601;2010;6604
320602;2010;4482
320603;2010;14084
320604;2010;32188
320605;2010;7459
320606;2010;4436
320607;2010;3853
320608;2010;5682
320609;2010;5601
320701;2010;4127
320702;2010;6088
320703;2010;14697
320704;2010;6731
320705;2010;4370
320706;2010;12547
320801;2010;47103
320802;2010;5584
320803;2010;5209
320804;2010;10004
320805;2010;4148
320806;2010;3671
320807;2010;3643
320901;2010;8472
320902;2010;6003
320903;2010;9832
320904;2010;6737
320905;2010;5092
320906;2010;9203
320907;2010;13681
320908;2010;6386
321001;2010;19832
321002;2010;2936
321003;2010;21139
321004;2010;20894
321005;2010;3414
321101;2010;16584
321102;2010;10758
321103;2010;1702
321104;2010;42091
321201;2010;3137
321202;2010;2634
321203;2010;6203
321204;2010;5408
321205;2010;19916
321206;2010;3591
321301;2010;14425
321302;2010;13185
321303;2010;7927
321304;2010;6640
321305;2010;7073
321306;2010;8902
321401;2010;70110
321402;2010;6129
321403;2010;5123
321404;2010;8166
321405;2010;3597
321406;2010;4442
321408;2010;3222
321409;2010;3673
321410;2010;12162
321411;2010;4364
321501;2010;40856
321502;2010;8992
321503;2010;5407
321504;2010;9757
321505;2010;5095
321506;2010;9528
321601;2010;15935
321602;2010;2924
321603;2010;16210
321604;2010;3897
321605;2010;4283
321606;2010;6197
321701;2010;26484
321702;2010;5138
321703;2010;5716
321704;2010;5103
321705;2010;12706
321801;2010;4551
321802;2010;14540
321803;2010;3764
321804;2010;8400
321805;2010;7315
326101;2010;109302
326201;2010;410245
326301;2010;41475
20101;2014;39464
20102;2014;14092
20103;2014;5483
20104;2014;15250
20105;2014;7558
20106;2014;8499
20201;2014;30987
20202;2014;34168
20203;2014;9586
20204;2014;6702
20205;2014;9335
20206;2014;7531
20207;2014;5766
20301;2014;68836
20302;2014;6438
20303;2014;4666
20304;2014;4438
20305;2014;2315
20306;2014;3529
20401;2014;20554
20402;2014;3171
20403;2014;5114
20404;2014;7397
20501;2014;23767
20502;2014;10823
20503;2014;4991
20504;2014;4160
20505;2014;3996
20506;2014;4059
20601;2014;4921
20602;2014;11408
20603;2014;6483
20604;2014;6829
20605;2014;4338
20606;2014;7102
20607;2014;10250
20608;2014;8329
20609;2014;5309
20701;2014;19889
20702;2014;8984
20703;2014;11205
20704;2014;4622
20801;2014;4837
20802;2014;27792
20803;2014;10249
20804;2014;23030
20805;2014;6599
20806;2014;19446
20807;2014;17369
20808;2014;8540
20809;2014;1937
20810;2014;7436
20811;2014;11964
20812;2014;9299
20813;2014;7690
20814;2014;7484
20901;2014;13972
20902;2014;9496
20903;2014;3285
20904;2014;6399
20905;2014;5171
20906;2014;6493
20907;2014;7499
20908;2014;2711
21001;2014;21785
21002;2014;4308
21003;2014;10412
21004;2014;6580
21005;2014;6619
21006;2014;1657
21007;2014;4539
21101;2014;73658
21102;2014;14789
21103;2014;7690
21104;2014;10296
21201;2014;10010
21202;2014;6166
21203;2014;17614
21204;2014;8820
21205;2014;4404
21301;2014;4692
21302;2014;8194
21303;2014;24380
21401;2014;37355
21402;2014;10180
21403;2014;6452
21404;2014;4635
21405;2014;5139
21406;2014;12880
21407;2014;16659
21408;2014;13011
21501;2014;32356
21502;2014;5306
21503;2014;23152
21504;2014;15139
21601;2014;13026
21602;2014;4010
21603;2014;5353
21604;2014;27325
21605;2014;8772
21606;2014;4715
21701;2014;5323
21702;2014;4471
21703;2014;4974
21704;2014;22133
21705;2014;7373
21801;2014;7157
21802;2014;6001
21803;2014;14482
21804;2014;19742
21805;2014;5343
21901;2014;58802
21902;2014;23197
21903;2014;5312
21904;2014;10390
21905;2014;6530
21906;2014;26623
21907;2014;16979
21908;2014;12605
22001;2014;19797
22002;2014;9339
22003;2014;23711
22004;2014;9848
22005;2014;5815
22006;2014;14848
22101;2014;16055
22102;2014;4975
22103;2014;5754
22104;2014;4862
22105;2014;8850
22106;2014;7087
22107;2014;4247
22108;2014;5662
22201;2014;16024
22202;2014;8513
22203;2014;22902
22301;2014;13357
22302;2014;27531
22303;2014;3149
22304;2014;22614
22305;2014;18642
22306;2014;3881
22307;2014;12791
22308;2014;19045
22309;2014;9958
22401;2014;5514
22402;2014;3096
22403;2014;8398
22404;2014;5501
22405;2014;22469
22406;2014;17793
22407;2014;4687
22501;2014;4315
22502;2014;31532
22503;2014;24127
22504;2014;9274
22505;2014;6114
22506;2014;8608
22507;2014;8419
22601;2014;3814
22602;2014;16085
22603;2014;4638
22604;2014;7745
22605;2014;5451
22606;2014;7134
26101;2014;81408
26201;2014;101343
26401;2014;634487
26501;2014;116691
40101;2014;12487
40102;2014;10719
40103;2014;1975
40104;2014;11624
40105;2014;4413
40106;2014;3226
40107;2014;3151
40108;2014;4547
40109;2014;3569
40201;2014;28605
40202;2014;6375
40203;2014;7733
40204;2014;3787
40205;2014;4013
40206;2014;4708
40207;2014;9062
40208;2014;4103
40209;2014;5234
40210;2014;4777
40301;2014;19608
40302;2014;8033
40303;2014;11010
40304;2014;24179
40305;2014;9778
40306;2014;12569
40307;2014;9798
40308;2014;16759
40401;2014;20434
40402;2014;5760
40403;2014;4458
40404;2014;5320
40405;2014;4365
40406;2014;5203
40407;2014;7019
40501;2014;12879
40502;2014;4044
40503;2014;8541
40504;2014;11636
40505;2014;3925
40506;2014;4416
40601;2014;12148
40602;2014;6568
40603;2014;8179
40604;2014;4826
40605;2014;4178
40606;2014;4308
40701;2014;74564
40702;2014;5181
40703;2014;14786
40704;2014;11595
40705;2014;13498
40706;2014;19718
40707;2014;9869
40708;2014;4770
40709;2014;9186
40801;2014;14772
40802;2014;3172
40803;2014;2972
40804;2014;7842
40805;2014;7351
40806;2014;11776
40807;2014;7657
40808;2014;4685
40809;2014;6814
40901;2014;4697
40902;2014;4986
40903;2014;24871
40904;2014;11854
41001;2014;13548
41002;2014;9317
41003;2014;32440
41004;2014;7320
41005;2014;24311
41101;2014;5749
41102;2014;3609
41103;2014;5472
41104;2014;7843
41105;2014;9426
41106;2014;4432
41107;2014;4979
41201;2014;16739
41202;2014;5424
41203;2014;4856
41204;2014;7422
41205;2014;6120
41206;2014;4091
41301;2014;7004
41302;2014;16087
41303;2014;5079
41304;2014;13372
41401;2014;5201
41402;2014;7202
41403;2014;5015
41404;2014;8072
41405;2014;4258
41406;2014;10589
41407;2014;5477
41408;2014;9627
41409;2014;34328
41410;2014;3535
41411;2014;6548
41501;2014;14905
41502;2014;9795
41503;2014;8984
41504;2014;19150
41505;2014;6690
41506;2014;9521
41507;2014;14858
41508;2014;4954
41509;2014;13310
41601;2014;6683
41602;2014;5233
41603;2014;4440
41604;2014;5929
41605;2014;5642
41606;2014;20454
41701;2014;13925
41702;2014;3164
41703;2014;4239
41704;2014;4902
41705;2014;8627
41801;2014;3538
41802;2014;3556
41803;2014;3502
41804;2014;11593
41805;2014;8007
41806;2014;6199
41807;2014;9811
41808;2014;7817
41809;2014;3957
41810;2014;4622
41811;2014;7506
41812;2014;9773
41813;2014;6928
41901;2014;14920
41902;2014;5289
41903;2014;9185
41904;2014;9909
41905;2014;6915
41906;2014;24478
46101;2014;357652
46201;2014;97176
46301;2014;203158
46401;2014;113939
60101;2014;17102
60102;2014;5794
60103;2014;13848
60104;2014;5499
60105;2014;5468
60106;2014;3742
60107;2014;4138
60108;2014;4334
60109;2014;5109
60110;2014;10539
60111;2014;7381
60112;2014;3097
60113;2014;2331
60114;2014;2415
60115;2014;2532
60116;2014;6839
60117;2014;3246
60118;2014;5060
60119;2014;4427
60201;2014;26935
60202;2014;3245
60203;2014;13138
60204;2014;3861
60205;2014;6271
60206;2014;4267
60207;2014;6931
60208;2014;6891
60209;2014;4299
60210;2014;4307
60211;2014;5511
60212;2014;6857
60213;2014;3959
60214;2014;6469
60301;2014;4486
60302;2014;3134
60303;2014;14146
60304;2014;6685
60305;2014;2483
60306;2014;4113
60307;2014;3774
60308;2014;4373
60309;2014;4698
60310;2014;5720
60311;2014;6972
60312;2014;5316
60313;2014;3899
60314;2014;3212
60315;2014;6608
60401;2014;18450
60402;2014;5758
60403;2014;5401
60404;2014;10292
60405;2014;7527
60406;2014;4459
60407;2014;4847
60408;2014;9778
60501;2014;3414
60502;2014;2997
60503;2014;6466
60504;2014;6049
60505;2014;16288
60506;2014;7109
60507;2014;4783
60601;2014;19343
60602;2014;4703
60603;2014;3644
60604;2014;8425
60605;2014;8826
60606;2014;3883
60607;2014;4088
60609;2014;3191
60610;2014;4249
60611;2014;5639
60701;2014;35508
60702;2014;8929
60703;2014;5379
60704;2014;7380
60705;2014;7392
60706;2014;5908
60707;2014;6579
60708;2014;8782
60709;2014;5567
60710;2014;6758
60801;2014;22463
60802;2014;4182
60803;2014;5969
60804;2014;2903
60805;2014;6396
60806;2014;6620
60807;2014;11245
60808;2014;6074
60809;2014;6263
60810;2014;5428
60811;2014;3993
60812;2014;4892
60813;2014;3321
60901;2014;13426
60902;2014;3820
60903;2014;12048
60904;2014;8953
60905;2014;9880
60906;2014;7958
60907;2014;13559
60908;2014;13016
60909;2014;4605
60910;2014;11682
60911;2014;18558
60912;2014;7954
60913;2014;5974
60914;2014;11309
60915;2014;4672
60916;2014;2945
61001;2014;7937
61002;2014;5394
61003;2014;23833
61004;2014;9328
61005;2014;5444
61006;2014;5608
61101;2014;30557
61102;2014;2665
61103;2014;5797
61104;2014;10710
61105;2014;17751
61106;2014;4094
61107;2014;9833
61108;2014;8096
61109;2014;7478
61110;2014;7050
61111;2014;4880
61201;2014;6787
61202;2014;6816
61203;2014;5745
61204;2014;5065
61205;2014;17719
61206;2014;14752
61207;2014;4658
61301;2014;3968
61302;2014;3928
61303;2014;4016
61304;2014;14812
61305;2014;1706
61306;2014;4712
61307;2014;2668
61401;2014;48864
61402;2014;4032
61403;2014;3664
61404;2014;6902
61405;2014;9013
61406;2014;7824
61407;2014;3048
61408;2014;9140
61409;2014;11934
61410;2014;4820
61411;2014;6536
61501;2014;16102
61502;2014;6081
61503;2014;4497
61504;2014;8297
61505;2014;4446
61506;2014;8088
61507;2014;6125
61508;2014;6970
61601;2014;16893
61602;2014;7366
61603;2014;4226
61604;2014;20705
61605;2014;5289
61606;2014;3245
61701;2014;40078
61702;2014;9350
61703;2014;10640
61704;2014;3580
61705;2014;9102
61801;2014;19824
61802;2014;3415
61803;2014;3594
61804;2014;3365
61805;2014;6418
61806;2014;6348
61807;2014;5349
61808;2014;7702
61809;2014;4022
61810;2014;4197
61811;2014;11363
61812;2014;5859
61813;2014;4929
61901;2014;13601
61902;2014;3049
61903;2014;3789
61904;2014;2122
61905;2014;4125
61906;2014;6050
61907;2014;4018
61908;2014;2703
62001;2014;4831
62002;2014;4229
62003;2014;5286
62004;2014;7255
62005;2014;6299
62006;2014;6019
62007;2014;5690
62008;2014;5969
62009;2014;6801
62010;2014;5325
62011;2014;5325
62012;2014;4699
62013;2014;11618
62014;2014;22414
62015;2014;7017
66101;2014;57471
66201;2014;64855
66301;2014;341722
66401;2014;65055
80101;2014;18155
80102;2014;7115
80103;2014;9150
80104;2014;8201
80105;2014;6925
80106;2014;8157
80107;2014;13088
80201;2014;16874
80202;2014;3190
80203;2014;2572
80204;2014;5044
80205;2014;7343
80206;2014;18293
80207;2014;2919
80301;2014;4495
80302;2014;25131
80303;2014;5729
80304;2014;4303
80305;2014;12404
80306;2014;6578
80401;2014;39571
80402;2014;5503
80403;2014;3343
80404;2014;16245
80405;2014;6860
80406;2014;5543
80407;2014;6824
80408;2014;3635
80501;2014;6636
80502;2014;4282
80503;2014;6437
80504;2014;9938
80505;2014;19985
80601;2014;6719
80602;2014;17511
80603;2014;4184
80604;2014;17346
80605;2014;4452
80701;2014;4741
80702;2014;3181
80703;2014;4804
80704;2014;16107
80705;2014;6928
80801;2014;3512
80802;2014;5083
80803;2014;5141
80804;2014;3905
80805;2014;30370
80806;2014;8404
80901;2014;6295
80902;2014;3334
80903;2014;10002
80904;2014;5860
80905;2014;9473
80906;2014;26495
80907;2014;6443
80908;2014;3413
80909;2014;4027
81001;2014;3228
81002;2014;26426
81003;2014;3773
81004;2014;7009
81005;2014;5329
81006;2014;4534
81007;2014;21555
81008;2014;2362
81009;2014;7246
81101;2014;2578
81102;2014;38527
81103;2014;3482
81104;2014;7237
81105;2014;3327
81106;2014;19074
81107;2014;3240
81108;2014;5734
81109;2014;3198
81110;2014;12228
81201;2014;12625
81202;2014;5064
81203;2014;21676
86101;2014;124145
100101;2014;59305
100102;2014;10679
100103;2014;5135
100104;2014;5351
100105;2014;4310
100106;2014;5198
100107;2014;8121
100108;2014;15139
100201;2014;45371
100202;2014;5649
